iteration	traits	posterior_prob	regional_prob	candidate_snp	posterior_explained_by_snp	dropped_trait
7	baso, DepSx, hlr, Klarin_TC, Klarin_TG, pct, rbc, Worry	0.7318	0.8594	6:29537224	0.7243	NA
8	hlr_p, rdw	0.9754	1	6:29473501	0.9664	NA
9	mpv, plt	0.9897	0.998	6:29362756	0.3675	NA
10	DepAffect, Klarin_LDL	0.7264	0.7599	6:29236242	0.2292	NA
1	baso, baso_neut_sum, gran, lymph, mono, myeloid_wbc, neut, neut_eo_sum, ret, wbc	0.7673	0.9975	6:29559238	1	NA
2	crohns, mch, mchc, mcv, rdw, ret_p	0.8298	0.9992	6:29634012	1	NA
3	eo_p, eo_p_gran, neut_p_gran, pct, SCZ	0.9798	0.9999	6:29646879	1	NA
4	hct, hgb, Asthma	0.7511	0.9798	6:29260431	0.3586	NA
6	DepSx, Klarin_TC, Klarin_TG, rbc, Worry	0.8777	0.9888	6:29537224	0.8892	NA
8	plt, uc	0.9912	1	6:29626321	0.4384	NA
9	DepAffect, Klarin_LDL	0.7305	0.7606	6:29236242	0.2402	NA
6	mch, mcv, ret_p	0.9992	1	6:29634012	1	NA
7	hct, hgb, Asthma	0.7413	0.9776	6:29260431	0.4354	NA
8	lymph, ret	0.9685	1	6:29559238	0.954	NA
11	baso, DepSx, Klarin_TC, Klarin_TG, rbc, Worry	0.8987	0.9895	6:29537224	0.9545	NA
12	hlr, hlr_p, irf, lymph_p	0.9219	0.9999	6:29631744	0.5577	NA
13	plt, uc	0.9912	1	6:29626321	0.4384	NA
2	irf, Klarin_HDL, SCZ	0.9351	0.9977	6:29695713	0.8913	NA
4	hct, hgb, Asthma	0.7446	0.9752	6:29260431	0.5083	NA
5	ret, ret_p	0.9765	1	6:29692562	0.1786	NA
9	baso, DepSx, Klarin_TC, Klarin_TG, rbc, Worry	0.9	0.9895	6:29537224	0.9545	NA
11	hlr, hlr_p	0.9721	1	6:29696209	0.1317	NA
1	baso_neut_sum, gran, mono, myeloid_wbc, neut, neut_eo_sum, pct, wbc	0.8923	0.9981	6:29764472	1	NA
3	hlr, hlr_p	0.9735	1	6:29768705	0.9031	NA
5	Klarin_HDL, SCZ	0.9862	0.9954	6:29695713	0.8609	NA
6	mch, mcv	1	1	6:29634012	1	NA
8	ret, ret_p	0.9245	1	6:29692562	0.1027	NA
11	baso, DepSx, Klarin_TC, Klarin_TG, rbc, Worry	0.9096	0.9895	6:29537224	0.9545	NA
1	baso_neut_sum, gran, myeloid_wbc, neut, neut_eo_sum, pct	0.8881	0.9974	6:29764472	0.9979	NA
3	hlr, hlr_p	0.9763	1	6:29777107	0.5414	NA
5	Klarin_HDL, SCZ	0.9862	0.9954	6:29695713	0.8609	NA
6	mch, mchc, mcv, rdw	1	1	6:29634012	1	NA
7	hct, hgb	0.9982	1	6:29477821	0.9651	NA
8	lymph_p, neut_p	0.9975	1	6:29777911	0.5801	NA
9	ret, ret_p	0.9239	1	6:29692562	0.1027	NA
12	baso, DepSx, Klarin_TC, Klarin_TG, rbc, Worry, Asthma	0.8683	0.9801	6:29537224	0.9605	NA
13	gran_p_myeloid_wbc, mono_p	0.9527	0.9602	6:29634012	0.9848	NA
1	baso_neut_sum, gran, myeloid_wbc, neut, neut_eo_sum, pct	0.8879	0.9974	6:29764472	0.9979	NA
3	eo_p_gran, neut_p_gran	0.9974	1	6:29782690	0.5406	NA
4	hlr, hlr_p	0.9763	1	6:29777107	0.5414	NA
6	Klarin_HDL, SCZ	0.9862	0.9954	6:29695713	0.8609	NA
7	mch, mchc, mcv, rdw	1	1	6:29634012	1	NA
8	hct, hgb	0.9983	1	6:29477821	0.9653	NA
9	lymph_p, neut_p	0.9931	1	6:29777911	0.3955	NA
10	ret, ret_p	0.9239	1	6:29692562	0.1027	NA
13	baso, DepSx, Klarin_TC, Klarin_TG, rbc, Worry, Asthma	0.8706	0.9801	6:29537224	0.9605	NA
14	gran_p_myeloid_wbc, mono_p	0.9442	0.9534	6:29634012	0.9825	NA
1	baso_neut_sum, gran, myeloid_wbc, neut, neut_eo_sum, pct	0.8879	0.9974	6:29764472	0.9979	NA
3	eo_p, eo_p_gran, neut_p_gran	0.9912	1	6:29796640	0.9365	NA
4	hlr, hlr_p	0.9763	1	6:29777107	0.5414	NA
6	Klarin_HDL, SCZ	0.9862	0.9954	6:29695713	0.8609	NA
7	mch, mchc, mcv, rdw	0.9997	1	6:29634012	1	NA
8	hct, hgb	0.9983	1	6:29477821	0.9653	NA
9	lymph_p, neut_p	0.9886	1	6:29777911	0.2953	NA
10	ret, ret_p	0.9239	1	6:29692562	0.1027	NA
13	baso, DepSx, Klarin_TC, Klarin_TG, rbc, Worry, Asthma	0.8707	0.9801	6:29537224	0.9605	NA
1	baso_neut_sum, gran, myeloid_wbc, neut, neut_eo_sum, pct	0.8888	0.9974	6:29764472	0.9979	NA
3	eo_p, eo_p_gran, neut_p_gran	0.9912	1	6:29796640	0.9365	NA
4	hlr, hlr_p	0.9763	1	6:29777107	0.5414	NA
6	Klarin_HDL, SCZ	0.9862	0.9954	6:29695713	0.8609	NA
7	mch, mchc, mcv, rdw	0.9997	1	6:29634012	1	NA
8	hct, hgb	0.9983	1	6:29477821	0.9653	NA
9	lymph_p, neut_p	0.9788	1	6:29777911	0.1857	NA
10	ret, ret_p	0.9239	1	6:29692562	0.1027	NA
13	baso, DepSx, Klarin_TC, Klarin_TG, rbc, Worry, Asthma	0.8732	0.9801	6:29537224	0.9605	NA
3	eo_p, eo_p_gran, neut_p_gran	0.9894	1	6:29796640	0.9365	NA
4	hlr, hlr_p	0.9763	1	6:29777107	0.5414	NA
5	lymph, mono, wbc	0.9926	1	6:29820002	0.9319	NA
6	Klarin_HDL, SCZ	0.9862	0.9954	6:29695713	0.8609	NA
7	mch, mchc, mcv, rdw	0.9997	1	6:29634012	1	NA
8	hct, hgb	0.9983	1	6:29477821	0.9653	NA
9	lymph_p, neut_p	0.9788	1	6:29777911	0.1857	NA
10	ret, ret_p	0.9239	1	6:29692562	0.1027	NA
13	baso, DepSx, Klarin_TC, Klarin_TG, rbc, Worry, Asthma	0.8727	0.9801	6:29537224	0.9605	NA
3	eo_p_gran, neut_p_gran	0.9953	1	6:29796640	0.8363	NA
4	hlr, hlr_p	0.9763	1	6:29777107	0.5414	NA
5	lymph, mono, wbc	0.9787	1	6:29821937	0.7679	NA
6	Klarin_HDL, SCZ	0.9862	0.9954	6:29695713	0.8609	NA
7	mch, mchc, mcv, rdw	0.9997	1	6:29634012	1	NA
8	hct, hgb	0.9983	1	6:29477821	0.9653	NA
9	lymph_p, neut_p	0.9749	1	6:29777911	0.1752	NA
10	ret, ret_p	0.9239	1	6:29692562	0.1027	NA
13	baso, DepSx, Klarin_TC, Klarin_TG, rbc, Worry, Asthma	0.8646	0.9801	6:29537224	0.9605	NA
2	eo_p, plt	0.9274	1	6:29838642	0.9746	NA
3	eo_p_gran, neut_p_gran	0.9953	1	6:29796640	0.8363	NA
4	Klarin_HDL, SCZ	0.9862	0.9954	6:29695713	0.8609	NA
5	mch, mchc, mcv, rdw	0.9997	1	6:29634012	1	NA
6	lymph, mono, wbc	0.9714	1	6:29821937	0.5283	NA
7	hlr, hlr_p, irf, ret, ret_p	0.9488	1	6:29833541	1	NA
8	hct, hgb	0.9998	1	6:29477821	0.9998	NA
9	lymph_p, neut_p	0.9868	1	6:29832332	0.9961	NA
11	baso, DepSx, Klarin_TC, Klarin_TG, rbc, Worry, Asthma	0.8947	0.9801	6:29537224	0.9619	NA
13	ibd, uc	0.889	0.9914	6:29616607	0.4855	NA
2	eo_p, plt	0.9274	1	6:29838642	0.9746	NA
3	eo_p_gran, neut_p_gran	0.9953	1	6:29796640	0.8363	NA
4	Klarin_HDL, SCZ	0.9862	0.9954	6:29695713	0.8609	NA
5	mch, mchc, mcv, rdw	0.9997	1	6:29634012	1	NA
6	lymph, mono, wbc	0.9714	1	6:29821937	0.5283	NA
7	hlr, hlr_p, irf, ret, ret_p	0.9488	1	6:29833541	1	NA
8	hct, hgb	0.9999	1	6:29477821	0.9998	NA
9	lymph_p, neut_p	0.9842	1	6:29832332	0.9947	NA
11	baso, DepSx, Klarin_TC, Klarin_TG, rbc, Worry, Asthma	0.9015	0.9801	6:29537224	0.9629	NA
13	ibd, uc	0.889	0.9914	6:29616607	0.4855	NA
2	eo_p, plt	0.9274	1	6:29838642	0.9746	NA
3	eo_p_gran, neut_p_gran	0.9953	1	6:29796640	0.8363	NA
4	Klarin_HDL, SCZ	0.9862	0.9954	6:29695713	0.8609	NA
5	mch, mchc, mcv, rdw	0.9997	1	6:29634012	1	NA
6	hct, hgb, mono, wbc	0.8159	1	6:29821937	0.694	NA
7	hlr, hlr_p, irf, ret, ret_p	0.9488	1	6:29833541	1	NA
8	lymph_p, neut_p	0.9842	1	6:29832332	0.9947	NA
11	baso, DepSx, Klarin_TC, Klarin_TG, rbc, Worry, Asthma	0.9191	0.9801	6:29537224	0.972	NA
13	ibd, uc	0.9743	0.9914	6:29616607	0.4855	NA
2	eo_p, plt	0.9274	1	6:29838642	0.9746	NA
3	eo_p_gran, neut_p_gran	0.9953	1	6:29796640	0.8363	NA
4	Klarin_HDL, SCZ	0.9862	0.9954	6:29695713	0.8609	NA
5	mch, mchc, mcv, rdw	0.9997	1	6:29634012	1	NA
6	hct, hgb, mono, wbc	0.8159	1	6:29821937	0.694	NA
7	hlr, hlr_p, irf, ret, ret_p	0.9488	1	6:29833541	1	NA
8	lymph_p, neut_p	0.9842	1	6:29832332	0.9947	NA
11	baso, DepSx, Klarin_TC, Klarin_TG, rbc, Worry, Asthma	0.9191	0.9801	6:29537224	0.972	NA
13	ibd, uc	0.9743	0.9914	6:29616607	0.4855	NA
2	eo_p, plt	0.9274	1	6:29838642	0.9746	NA
3	eo_p_gran, neut_p_gran	0.9953	1	6:29796640	0.8363	NA
4	Klarin_HDL, SCZ	0.9862	0.9954	6:29695713	0.8609	NA
5	mch, mchc, mcv, rdw	0.9997	1	6:29634012	1	NA
6	hct, hgb, mono, wbc	0.8159	1	6:29821937	0.694	NA
7	hlr, hlr_p, irf, ret, ret_p	0.9488	1	6:29833541	1	NA
8	lymph_p, neut_p	0.9842	1	6:29832332	0.9947	NA
11	baso, DepSx, Klarin_TC, Klarin_TG, rbc, Worry, Asthma	0.9191	0.9801	6:29537224	0.972	NA
13	ibd, uc	0.9743	0.9914	6:29616607	0.4855	NA
2	eo_p, plt	0.9274	1	6:29838642	0.9746	NA
3	eo_p_gran, neut_p_gran	0.9953	1	6:29796640	0.8363	NA
4	Klarin_HDL, SCZ	0.9862	0.9954	6:29695713	0.8609	NA
5	mch, mchc, mcv, rdw	0.9997	1	6:29634012	1	NA
6	hct, hgb, mono, wbc	0.8159	1	6:29821937	0.694	NA
7	hlr, hlr_p, irf, ret, ret_p	0.9488	1	6:29833541	1	NA
8	lymph_p, neut_p	0.9842	1	6:29832332	0.9947	NA
11	baso, DepSx, Klarin_TC, Klarin_TG, rbc, Worry, Asthma	0.9191	0.9801	6:29537224	0.972	NA
13	ibd, uc	0.9743	0.9914	6:29616607	0.4855	NA
2	eo_p, plt	0.9274	1	6:29838642	0.9746	NA
3	eo_p_gran, neut_p_gran	0.9953	1	6:29796640	0.8363	NA
4	Klarin_HDL, SCZ	0.9862	0.9954	6:29695713	0.8609	NA
5	mch, mchc, mcv, rdw	0.9997	1	6:29634012	1	NA
7	hlr, hlr_p, irf, ret, ret_p	0.9488	1	6:29833541	1	NA
9	lymph_p, neut_p	0.9842	1	6:29832332	0.9947	NA
13	ibd, uc	0.975	0.9914	6:29616607	0.4855	NA
3	eo_p_gran, neut_p_gran	0.9953	1	6:29796640	0.8363	NA
4	Klarin_HDL, SCZ	0.9862	0.9954	6:29695713	0.8609	NA
6	mch, mchc, mcv, rdw	1	1	6:29794501	1	NA
7	hlr, hlr_p, irf, ret, ret_p	0.9488	1	6:29833541	1	NA
8	lymph_p, neut_p	0.9842	1	6:29832332	0.9947	NA
10	baso, DepSx, Klarin_TC, Klarin_TG, rbc, Worry, Asthma	0.8577	0.8932	6:30137387	0.735	NA
3	Klarin_HDL, SCZ	0.9862	0.9954	6:29695713	0.8609	NA
5	mch, mchc, mcv, rdw	1	1	6:29794501	1	NA
6	hlr, hlr_p, irf, ret, ret_p	0.9488	1	6:29833541	1	NA
7	lymph_p, neut_p	0.9842	1	6:29832332	0.9947	NA
10	baso, DepSx, Klarin_TC, Klarin_TG, rbc, Worry, Asthma	0.8578	0.8932	6:30137387	0.735	NA
3	Klarin_HDL, SCZ	0.9862	0.9954	6:29695713	0.8609	NA
5	mch, mchc, mcv, rdw	1	1	6:29794501	1	NA
6	hlr, hlr_p, irf, ret, ret_p	0.9488	1	6:29833541	1	NA
7	lymph_p, neut_p	0.9842	1	6:29832332	0.9947	NA
10	baso, DepSx, Klarin_TC, Klarin_TG, rbc, Worry, Asthma	0.8578	0.8932	6:30137387	0.735	NA
3	Klarin_HDL, SCZ	0.9869	0.9954	6:29695713	0.8609	NA
5	mch, mchc, mcv, rdw	1	1	6:29794501	1	NA
6	hlr, hlr_p, irf, ret, ret_p	0.9488	1	6:29833541	1	NA
7	lymph_p, neut_p	0.9842	1	6:29832332	0.9947	NA
10	baso, DepSx, Klarin_TC, Klarin_TG, rbc, Worry, Asthma	0.8578	0.8932	6:30137387	0.735	NA
3	Klarin_HDL, SCZ	0.9869	0.9954	6:29695713	0.8609	NA
5	mch, mchc, mcv, rdw	1	1	6:29794501	1	NA
6	hlr, hlr_p, irf, ret, ret_p	0.9488	1	6:29833541	1	NA
7	lymph_p, neut_p	0.9842	1	6:29832332	0.9947	NA
10	baso, DepSx, Klarin_TC, Klarin_TG, rbc, Worry, Asthma	0.8578	0.8932	6:30137387	0.735	NA
3	Klarin_HDL, SCZ	0.9898	0.9954	6:29695713	0.8609	NA
5	mch, mchc, mcv, rdw	1	1	6:29794501	1	NA
6	hlr, hlr_p, irf, ret, ret_p	0.9488	1	6:29833541	1	NA
7	lymph_p, neut_p	0.9842	1	6:29832332	0.9947	NA
3	Klarin_HDL, SCZ	0.9899	0.9954	6:29695713	0.8609	NA
5	mch, mchc, mcv, rdw	1	1	6:29794501	1	NA
6	hlr, hlr_p, irf, ret, ret_p	0.9488	1	6:29833541	1	NA
7	lymph_p, neut_p	0.9842	1	6:29832332	0.9947	NA
3	Klarin_HDL, SCZ	0.9899	0.9954	6:29695713	0.8609	NA
5	mch, mchc, mcv, rdw	1	1	6:29794501	1	NA
6	hlr, hlr_p, irf, ret, ret_p	0.9488	1	6:29833541	1	NA
7	lymph_p, neut_p	0.9842	1	6:29832332	0.9947	NA
1	gran, hgb, mono, myeloid_wbc, neut_eo_sum, wbc	0.9299	1	6:29821937	0.7413	NA
3	lymph_p, neut_p	0.9842	1	6:29832332	0.9947	NA
5	hlr, hlr_p, irf, ret, ret_p	0.9488	1	6:29833541	1	NA
7	mch, mchc, rdw	0.9999	1	6:29794501	1	NA
8	baso_neut_sum, neut	0.9889	1	6:29821937	0.4374	NA
11	gran_p_myeloid_wbc, mcv, mono_p	0.9781	0.9932	6:29794501	1	NA
12	mpv, plt, uc	0.8613	0.9994	6:29745175	0.3582	NA
3	mch, mchc, mcv, rdw	1	1	6:29794501	1	NA
4	hlr, hlr_p, irf, ret, ret_p	0.9489	1	6:29833541	1	NA
9	eo_p, mpv, plt, uc	0.9374	0.9997	6:29838642	0.9751	NA
11	gran_p_myeloid_wbc, mono_p	0.9255	0.9356	6:29794501	0.9838	NA
1	baso_neut_sum, gran, hct, hgb, mono, myeloid_wbc, neut, neut_eo_sum, wbc	0.9598	1	6:29831706	1	NA
2	mch, mchc, mcv, neut_p, rdw	0.9661	1	6:29831466	0.9948	NA
3	hlr, hlr_p, irf, ret, ret_p	0.9491	1	6:29833541	1	NA
4	eo_p, eo_p_gran, neut_p_gran	0.9748	1	6:29838642	1	NA
5	Klarin_HDL, SCZ	0.8156	0.8161	6:29833253	1	NA
9	mpv, plt, uc	0.9066	0.9992	6:29838642	0.5663	NA
1	baso_neut_sum, gran, hct, hgb, mono, myeloid_wbc, neut, neut_eo_sum, wbc	0.9597	1	6:29831706	1	NA
2	mch, mchc, mcv, neut_p, rdw	0.9661	1	6:29831466	0.9948	NA
3	hlr, hlr_p, irf, ret, ret_p	0.9491	1	6:29833541	1	NA
4	eo_p, eo_p_gran, neut_p_gran	0.9827	1	6:29838642	1	NA
5	Klarin_HDL, SCZ	0.8156	0.8161	6:29833253	1	NA
9	mpv, plt, uc	0.9066	0.9992	6:29838642	0.5663	NA
1	bipolar, hlr, hlr_p, irf, ret, ret_p, SCZ	0.931	1	6:29840648	0.5428	NA
3	baso_neut_sum, gran, neut, neut_eo_sum, pct	0.9871	1	6:29916368	0.9995	NA
2	baso_neut_sum, bipolar, gran, neut, neut_eo_sum, pct	0.99	1	6:29916368	1	NA
3	hlr_p, mpv, rdw	0.9621	0.9691	6:29918619	0.7764	NA
2	baso_neut_sum, bipolar, gran, neut, neut_eo_sum, pct	0.99	1	6:29916368	1	NA
3	hlr_p, mpv, rdw	0.9708	0.9713	6:29918619	1	NA
2	bipolar, SCZ	0.9994	1	6:30321482	0.9929	NA
2	bipolar, SCZ	0.9994	1	6:30321482	0.9929	NA
2	bipolar, SCZ	0.9994	1	6:30321482	0.9929	NA
2	bipolar, SCZ	0.9994	1	6:30321482	0.9929	NA
2	bipolar, SCZ	0.9994	1	6:30321482	0.9929	NA
4	gran_p_myeloid_wbc, mono_p	1	1	6:30861729	1	NA
2	eo_p, eo_p_gran, neut_p_gran	0.9565	1	6:30708955	0.7192	NA
3	lymph_p, neut_p, SCZ	0.987	0.9994	6:30914552	1	NA
4	pct, Worry	0.9214	0.9822	6:30796659	0.4372	NA
7	gran_p_myeloid_wbc, mono_p	0.9926	1	6:30861729	0.3506	NA
8	crohns, mpv	0.9744	0.9962	6:30916259	1	NA
1	bipolar, SCZ	1	1	6:30933864	1	NA
5	gran_p_myeloid_wbc, mono_p	0.9926	1	6:30861729	0.3506	NA
6	eo_p, eo_p_gran	0.9889	1	6:30763893	0.6854	NA
1	bipolar, SCZ	1	1	6:30933864	1	NA
5	gran_p_myeloid_wbc, mono_p	0.9926	1	6:30861729	0.3506	NA
6	eo_p, eo_p_gran	0.9889	1	6:30763893	0.6854	NA
1	bipolar, SCZ	1	1	6:30933864	1	NA
4	gran_p_myeloid_wbc, ibd, mono_p, rdw, T2D	0.7587	0.8383	6:30902533	0.555	NA
5	mch, mchc, mcv	1	1	6:30769478	1	NA
6	lymph_p, neut_p	0.9879	0.9978	6:30914552	0.5058	NA
5	gran_p_myeloid_wbc, mono_p	1	1	6:31005726	1	NA
8	lymph_p, neut_p	0.9651	0.9955	6:30914552	0.4951	NA
9	mcv, mpv	0.9697	1	6:31007081	0.9981	NA
10	cad, UKBB_chol, T2D	0.8811	0.9205	6:31005726	1	NA
13	ibd, uc	0.9219	0.9997	6:30993533	0.9202	NA
1	baso, baso_neut_sum, crohns, gran, Klarin_LDL, Klarin_TC, lymph, myeloid_wbc, neut, neut_eo_sum, pdw, SCZ, UKBB_chol, wbc, Worry	0.7185	0.9102	6:31025713	1	NA
4	cad, mono_p	0.9562	0.9995	6:31005726	0.936	NA
5	mono, neut_p	0.8355	0.9992	6:30940989	0.4196	NA
8	mch, mcv, rdw	0.7035	1	6:30769478	1	NA
9	gran_p_myeloid_wbc, T2D	0.9969	1	6:31027336	0.7756	NA
11	ibd, uc	0.9219	0.9997	6:30993533	0.9202	NA
1	baso, baso_neut_sum, crohns, gran, Klarin_LDL, Klarin_TC, lymph, myeloid_wbc, neut, neut_eo_sum, pdw, UKBB_chol, wbc, Worry	0.7044	0.9048	6:31025713	1	NA
2	hlr, hlr_p, ret, ret_p	0.9749	1	6:31017347	0.5713	NA
3	bipolar, hct, hgb, rbc, rdw	0.9321	1	6:31059145	1	NA
6	cad, gran_p_myeloid_wbc, mono_p, T2D	0.9434	0.9998	6:31005726	0.7314	NA
7	eo_p, eo_p_gran, neut_p_gran, plt	0.9999	1	6:31067009	1	NA
8	lymph_p, neut_p	0.9625	0.9955	6:30914552	0.4951	NA
9	mch, mchc, mcv	0.9472	1	6:30769478	0.9992	NA
2	hct, hgb, mchc, rbc, rdw, ret	0.8085	1	6:31101674	0.9949	NA
3	eo_p, eo_p_gran, neut_p_gran, plt	0.9604	1	6:31078257	0.3403	NA
4	hlr, hlr_p, ret_p	0.9693	1	6:31017347	0.455	NA
7	gran_p_myeloid_wbc, mono_p	0.974	1	6:31113842	0.9954	NA
8	Klarin_TG, WHRadjBMI	0.7429	0.7841	6:31058340	0.6357	NA
9	mono, neut_p	0.8326	0.9992	6:30940989	0.4195	NA
10	mcv, mpv	0.9681	1	6:31007081	0.9981	NA
15	crohns, DepAffect	0.9721	0.9741	6:31093776	0.9234	NA
2	hct, hgb, mchc, rbc, rdw, ret	0.8067	1	6:31101674	0.9949	NA
3	eo_p, eo_p_gran, neut_p_gran, plt	0.9603	1	6:31078257	0.3403	NA
4	hlr, hlr_p, ret_p	0.9693	1	6:31017347	0.455	NA
7	gran_p_myeloid_wbc, mono_p	0.9701	1	6:31113842	0.9875	NA
8	Klarin_TG, WHRadjBMI	0.7411	0.7844	6:31058340	0.6303	NA
9	mono, neut_p	0.8325	0.9992	6:30940989	0.4195	NA
10	mcv, mpv	0.9681	1	6:31007081	0.9981	NA
17	crohns, DepAffect	0.9721	0.9741	6:31093776	0.9234	NA
2	hct, hgb, mchc, rbc, rdw, ret	0.8064	1	6:31101674	0.9949	NA
3	eo_p, eo_p_gran, neut_p_gran, plt	0.9165	1	6:31078257	0.3403	NA
4	hlr, hlr_p, ret_p	0.9693	1	6:31017347	0.455	NA
7	gran_p_myeloid_wbc, mono_p	0.9974	1	6:31165566	0.5915	NA
8	Klarin_TG, WHRadjBMI	0.7411	0.7844	6:31058340	0.6303	NA
9	mono, neut_p	0.8322	0.9992	6:30940989	0.4195	NA
10	mcv, mpv	0.9681	1	6:31007081	0.9981	NA
17	crohns, DepAffect	0.9721	0.9741	6:31093776	0.9234	NA
2	hct, hgb, mchc, rbc, rdw, ret	0.8064	1	6:31101674	0.9949	NA
3	eo_p, eo_p_gran, neut_p_gran, plt	0.9165	1	6:31078257	0.3403	NA
4	hlr, hlr_p, ret_p	0.9693	1	6:31017347	0.455	NA
8	Klarin_TG, WHRadjBMI	0.741	0.7844	6:31058340	0.6303	NA
9	mono, neut_p	0.8322	0.9992	6:30940989	0.4195	NA
10	mcv, mpv	0.9681	1	6:31007081	0.9981	NA
16	crohns, DepAffect	0.9721	0.9741	6:31093776	0.9234	NA
1	baso, baso_neut_sum, gran, Klarin_LDL, lymph, myeloid_wbc, neut, neut_eo_sum, pdw, wbc, Worry	0.7588	0.9925	6:31240721	1	NA
2	hct, hgb, mchc, rbc, rdw	0.8328	1	6:31101674	0.9993	NA
3	hlr, hlr_p, ret, ret_p	0.9992	1	6:31195218	1	NA
4	eo_p, eo_p_gran, neut_p_gran	0.9559	1	6:31078257	0.3601	NA
6	gran_p_myeloid_wbc, mono_p, T2D	0.8826	1	6:31197633	0.9189	NA
7	pct, plt	0.9957	1	6:31244532	0.5136	NA
11	Klarin_TC, Klarin_TG	0.9975	1	6:31252396	0.5609	NA
20	cad, UKBB_chol	0.9171	0.9882	6:31257511	0.5876	NA
1	baso, baso_neut_sum, gran, Klarin_LDL, lymph, myeloid_wbc, neut, neut_eo_sum, pdw, wbc, Worry	0.7691	0.9925	6:31240721	1	NA
2	hct, hgb, mchc, rbc, rdw	0.8329	1	6:31101674	0.9993	NA
3	hlr, hlr_p, ret, ret_p	0.9992	1	6:31195218	1	NA
4	eo_p, eo_p_gran, neut_p_gran	0.9559	1	6:31078257	0.3601	NA
6	gran_p_myeloid_wbc, mono_p, T2D	0.8826	1	6:31197633	0.9189	NA
7	pct, plt	0.9957	1	6:31244532	0.5136	NA
10	Klarin_TC, Klarin_TG	0.9962	1	6:31265490	0.7325	NA
18	cad, UKBB_chol, WHRadjBMI	0.7105	0.9188	6:31265490	0.946	NA
1	baso, baso_neut_sum, gran, Klarin_LDL, lymph, myeloid_wbc, neut, neut_eo_sum, pdw, wbc, Worry	0.7691	0.9925	6:31240721	1	NA
2	hct, hgb, mchc, rbc, rdw	0.8329	1	6:31101674	0.9993	NA
3	hlr, hlr_p, ret, ret_p	0.9992	1	6:31195218	1	NA
4	eo_p, eo_p_gran, neut_p_gran	0.9559	1	6:31078257	0.3601	NA
6	gran_p_myeloid_wbc, mono_p, T2D	0.8826	1	6:31197633	0.9189	NA
7	pct, plt	0.9957	1	6:31244532	0.5136	NA
11	Klarin_TC, Klarin_TG	0.9941	1	6:31265490	0.6761	NA
1	baso, baso_neut_sum, gran, Klarin_LDL, lymph, myeloid_wbc, neut, neut_eo_sum, wbc, Worry	0.7848	0.9918	6:31240721	1	NA
2	hct, hgb, mchc, rbc, rdw	0.8363	1	6:31101674	0.9993	NA
3	hlr, hlr_p, ret, ret_p	0.9992	1	6:31195218	1	NA
4	eo_p, eo_p_gran, neut_p_gran	0.9488	1	6:31078257	0.3601	NA
6	gran_p_myeloid_wbc, mono_p, T2D	0.8826	1	6:31197633	0.9189	NA
7	pct, pdw, plt	0.9709	1	6:31273146	0.3226	NA
10	Klarin_TC, Klarin_TG	0.9917	1	6:31265490	0.4075	NA
13	crohns, ibd	0.9508	1	6:31274380	1	NA
17	cad, UKBB_chol, WHRadjBMI	0.8449	0.9754	6:31272261	0.8033	NA
1	baso, baso_neut_sum, gran, Klarin_LDL, lymph, myeloid_wbc, neut, neut_eo_sum, wbc, Worry	0.7848	0.9918	6:31240721	1	NA
2	hct, hgb, mchc, rbc, rdw	0.8363	1	6:31101674	0.9993	NA
3	hlr, hlr_p, ret, ret_p	0.9992	1	6:31195218	1	NA
4	eo_p, eo_p_gran, neut_p_gran	0.9488	1	6:31078257	0.3601	NA
6	gran_p_myeloid_wbc, mono_p, T2D	0.8826	1	6:31197633	0.9189	NA
7	pct, pdw, plt	0.9709	1	6:31273146	0.3226	NA
10	Klarin_TC, Klarin_TG	0.9917	1	6:31265490	0.4075	NA
13	crohns, ibd	0.9508	1	6:31274380	1	NA
17	cad, UKBB_chol, WHRadjBMI	0.8449	0.9754	6:31272261	0.8033	NA
1	baso, baso_neut_sum, gran, Klarin_LDL, lymph, myeloid_wbc, neut, neut_eo_sum, wbc, Worry	0.7875	0.9918	6:31240721	1	NA
2	hlr, hlr_p, ret, ret_p	0.9933	1	6:31195218	1	NA
3	hct, hgb, mchc, rbc, rdw	0.8355	1	6:31101674	0.9993	NA
4	eo_p, eo_p_gran, neut_p_gran	1	1	6:31327701	1	NA
6	gran_p_myeloid_wbc, mono_p, T2D	0.8821	1	6:31197633	0.9189	NA
7	pct, plt	1	1	6:31322367	1	NA
10	crohns, ibd	0.9507	1	6:31274380	1	NA
12	mono, neut_p	0.864	0.9997	6:31312326	0.9999	NA
16	cad, Klarin_TC, UKBB_chol, WHRadjBMI	0.8963	0.9887	6:31272261	0.7601	NA
1	baso, baso_neut_sum, gran, Klarin_LDL, lymph, myeloid_wbc, neut, neut_eo_sum, wbc, Worry	0.7704	0.9918	6:31240721	1	NA
2	hlr, hlr_p	0.9999	1	6:31195218	0.9999	NA
4	ret, ret_p	0.9812	1	6:31348077	0.2733	NA
5	eo_p, eo_p_gran, neut_p_gran	0.9999	1	6:31327701	1	NA
6	gran_p_myeloid_wbc, mono_p, T2D	0.8575	1	6:31197633	0.9189	NA
8	Klarin_TC, Klarin_TG	0.9917	1	6:31265490	0.4075	NA
10	crohns, ibd	0.8512	1	6:31274380	1	NA
21	cad, UKBB_chol, WHRadjBMI	0.8392	0.9751	6:31272261	0.8033	NA
